ImageID;Mapstruct;PZnaam;TxtImageName;Postzegel_id;Jaar;Uitgiftedatum;Naam;Omschrijving;Kleur;Soort;Tanding;Opdrukwaarde ;BEF;Euro;Nummercode;Postfris met gom;Postfris zonder gom;Gestempeld met gom;Gestempeld zonder gom;Speciaal;Waarde postfris;Waarde gestempeld;Reeks
3642;g:\PZ\PostBelg\;;;C3634;2007;28/04/2007;Europa. 100 jaar scouts;100 jaar Scouts;;Postzegelvel;11 1/2;0,75;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,8;1,8;
4010;;;g:\PostBelg2010\C4002.jpg;C4002;2010;;Europa De neus in de boeken: Het Kinderboek;Rood;;Postzegel;11 1/2;E3;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;5,4;2,6;
4011;;;g:\PostBelg2010\C4003.jpg;C4003;2010;;Europa De neus in de boeken: Het Kinderboek;Geel;;Postzegel;11 1/2;E3;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;5,4;2,6;
1586;;;g:\PostBelg1971\C1578.jpg;C1578;1971;1/05/1971;Europa;De keten, symbool van de gezamenliojke inzet;Bruin/wit/zwart;Postzegel;11 1/2;3,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,75;0,25;
1587;;;g:\PostBelg1971\C1579.jpg;C1579;1971;1/05/1971;Europa;De keten, symbool van de gezamenliojke inzet;groen/wit/zwart;Postzegel;11 1/2;7,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,25;0,4;
1631;;;g:\PostBelg1972\C1623.jpg;C1623;1972;29/04/1972;Europa;Allegorie;;Postzegel;11 1/2;3,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,65;0,25;
1632;;;g:\PostBelg1972\C1624.jpg;C1624;1972;29/04/1972;Europa;Allegorie;;Postzegel;11 1/2;7,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,5;
2951;;;;C2943;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";"Ijzerfront, symbool voor de ""Grote Oorlog""";;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2952;;;;C2944;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Concentratiekampen, 1933 in Duitsland;;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2953;;;;C2945;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Eerste atoombom, 6 augustus 1945 op Hiroshima;;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2954;;;;C2946;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Yalta, stad aan de Zwarte Zee;;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2955;;;;C2947;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";U.N.O. opgericht in 1945;;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2956;;;;C2948;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Dekolonisatie;;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2957;;;;C2949;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Vietnam (1955-1975);;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2958;;;;C2950;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Val Berlijnse muur, 1989;;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2959;;;;C2951;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Vredesbeweging;;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2960;;;;C2952;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Midden-Oosten;;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2961;;;;C2953;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";René Magritte (1898-1968);;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2962;;;;C2954;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Le Corbusier (1887-1965);;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2963;;;;C2955;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Bertolt Brecht (1898-1956);;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2964;;;;C2956;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";James Joyce (1882-1956);;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2965;;;;C2957;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Anne Teresa De Keersmaecker (°1960);;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2966;;;;C2958;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Béla Bartol (1881-1945);;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2967;;;;C2959;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Andy Warhol (1930-1987);;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2968;;;;C2960;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Maria Callas (1923-1977);;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2969;;;;C2961;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Henry Moore (1923-1977);;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2970;;;;C2962;2000;18/11/2000;"Een reis door de 20ste eeuw in 80 postzegels (2de deel). Uitgifte van een Blaadje met 20 zegels met als thema ""Oorlog & Vrede en Kunst""";Toots Thielemans (°1922) & Charlie Parker (1920-1955);;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,6;
2979;;;;C2971;2001;10/02/2001;Dynastie. De zes Belgische koninginnen;H.M. Koningin Elisabeth;;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;2;
2980;;;;C2972;2001;10/02/2001;Dynastie. De zes Belgische koninginnen;H.M. Koningin Astrid;;Postzegelvel - Varia;11 1/2;17,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;2;
2981;;;;C2973;2001;10/02/2001;Dynastie. De zes Belgische koninginnen;H.M. Koningin Maria-Hendrika;;Postzegelvel - Varia;11 1/2;32,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;3;3;
2982;;;;C2974;2001;10/02/2001;Dynastie. De zes Belgische koninginnen;H.M. Koningin Fabiola;;Postzegelvel - Varia;11 1/2;32,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;3;3;
2983;;;;C2975;2001;10/02/2001;Dynastie. De zes Belgische koninginnen;H.M. Koningin Louisa-Maria;;Postzegelvel - Varia;11 1/2;50,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;4;4;
2984;;;;C2976;2001;10/02/2001;Dynastie. De zes Belgische koninginnen;H.M. Koningin Paola;;Postzegelvel - Varia;11 1/2;50,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;4;4;
3791;;;;C3783;2008;17/05/2008;Diversiteit op de werkvloer;Diversiteit op de werkvloer;;Postzegel;11 1/2;B2;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,4;2;
3669;g:\PZ\PostBelg\;;;C3661;2007;16/06/2007;De Zuidpool.;Antarctica;;Opstzegelvel;11 1/2;0,75;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,6;1,6;
3639;g:\PZ\PostBelg\;;;C3631;2007;29/03/2007;"De zegels 3566 en 327 weden opnieuw uitgegeven in een ander formaat en/ofnandere waarde voor gebruik met ""Mijn zegel""";Kerstman;;Postzegel;11 1/2;0,46;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;12;6;
3640;g:\PZ\PostBelg\;;;C3632;2007;29/03/2007;"De zegels 3566 en 327 weden opnieuw uitgegeven in een ander formaat en/ofnandere waarde voor gebruik met ""Mijn zegel""";Logo Belgica 2006 (22x26 mm);;Postzegel;11 1/2;0,46;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;12;6;
3790;;;;C3782;2008;17/05/2008;"De vrijmetselarij in België, 200ste verjaardag van de vrijmetselaarsloges ""La Constance"" en ""Les Elèves de Thémis""";Vrijmetselaarsloge;;Postzegelvel;11 1/2;B3;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;4;4;
3780;;;;C3772;2008;12/04/2008;De tram van vandaag in zijn omgeving;De kust;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3781;;;;C3773;2008;12/04/2008;De tram van vandaag in zijn omgeving;Charleroi;;Postzegel;11 1/2;0,80;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;1,5;
3782;;;;C3774;2008;12/04/2008;De tram van vandaag in zijn omgeving;Brussel;;Postzegel;11 1/2;0,90;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,2;1,8;
3817;;;;C3809;2008;25/09/2008;De smurfen, 50 jaar. Peyo (Pierre Culliford);Smak - Smurf en Smurfin;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,6;1,6;
3818;;;;C3810;2008;25/09/2008;De smurfen, 50 jaar. Peyo (Pierre Culliford);Proficiat - 2 smurfen;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,6;1,6;
3819;;;;C3811;2008;25/09/2008;De smurfen, 50 jaar. Peyo (Pierre Culliford);Pfouiiit - Smurf met toeter;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,6;1,6;
3820;;;;C3812;2008;25/09/2008;De smurfen, 50 jaar. Peyo (Pierre Culliford);Mmhhh - Smurf bakt taart;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,6;1,6;
3821;;;;C3813;2008;25/09/2008;De smurfen, 50 jaar. Peyo (Pierre Culliford);Smakelijk - Smurf eet taart;Oranje;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,6;1,6;
3679;g:\PZ\PostBelg\;;;C3671;2007;7/07/2007;De ronde van Frankrijk in Vlaanderen;Ronde van frankrijk;;Priorzegel;11 1/2;0,52;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
4063;;;g:\PostBelg2010\CBL400203.jpg;CBL179;2010;;De neus in de boeken Blad van 2 zegels;;;Postzegelvel;;3;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;3,66;0;
3867;g:\PZ\PostBelg\;;;C3859;2008;8/11/2008;De mensenrechten. 60 jaar Universele Verklaring van de Rechten van de Mens.;Symbolische evocatie Mensenrechten;;Postzegel;11 1/2;0,90;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;1,5;
3774;;;;C3766;2008;15/03/2008;De Joodse gemeenschap in België. 200 ste verjaardag van het Centraal Israëlitisch Consistorie van België;200 jaar CICB;;postzegel;11 1/2;0,90;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;202;1,8;
3882;g:\PZ\PostBelg\;;;C3874;2009;17/01/2009;De Duitstalige gemeenschap.;3 landenpunt Kelmis;;Postzegel;11 1/2;E1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,5;2;
3883;g:\PZ\PostBelg\;;;C3875;2009;17/01/2009;De Duitstalige gemeenschap.;Raeren kruik;;Postzegel;11 1/2;E1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,5;2;
3884;g:\PZ\PostBelg\;;;C3876;2009;17/01/2009;De Duitstalige gemeenschap.;Bütgenbach meer;;Postzegel;11 1/2;E1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,5;2;
3885;g:\PZ\PostBelg\;;;C3877;2009;17/01/2009;De Duitstalige gemeenschap.;Eupen Sanatorium;;Postzegel;11 1/2;E1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,5;2;
3886;g:\PZ\PostBelg\;;;C3878;2009;17/01/2009;De Duitstalige gemeenschap.;Schutters;;Postzegel;11 1/2;E1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,5;2;
1585;;;g:\PostBelg1971\C1577.jpg;C1577;1971;25/04/1971;Dag van de postzegel;Postbode (1855);;Postzegel;11 1/2;3,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,25;0,25;
1630;;;g:\PostBelg1972\C1622.jpg;C1622;1972;23/04/1972;Dag van de postzegel;David R. Scott;;Postzegel;11 1/2;3,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,3;0,25;
1898;;;;C1890;1978;15/04/1978;Dag van de postzegel;Zegel (nr 37) op zegel;;Postzegel;11 1/2;8,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,5;0,2;
1607;;;g:\PostBelg1971\C1599.jpg;C1599;1971;11/09/1971;Culturele uitgifte. Festivals van Vlaanderen en Wallonië;Logo van het festival van Vlaaderen;;Postzegel;11 1/2;3,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,3;0,3;
1608;;;g:\PostBelg1971\C1600.jpg;C1600;1971;11/09/1971;Culturele uitgifte. Festivals van Vlaanderen en Wallonië;Logo van het festival van Wallonië;;Postzegel;11 1/2;7,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,7;0,6;
1901;;;;C1893;1978;17/06/1978;Culturele uitgifte. ;Brusselse straatzanger en Koninklijke Vlaamse Schouwburg;;Postzegel;11 1/2;6,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;3;0,8;
1902;;;;C1894;1978;17/06/1978;Culturele uitgifte. ;Koninklijke vereniging der Haakbusschutters te Visé;;Postzegel;11 1/2;6,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,5;0,5;
1903;;;;C1895;1978;17/06/1978;Culturele uitgifte. ;Karel van de Woestijne (1878-1929) (naar een portret getekend door zijn broer Gustaaf);;Postzegel;11 1/2;8,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,5;0,5;
1904;;;;C1896;1978;17/06/1978;Culturele uitgifte. ;Don Juan Van Oostenrijk (400ste verjaardag van de ondertekening van het Eeuwig Edict te Marche-en-Famenne;;Postzegel;11 1/2;10,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,65;0,65;
4055;;;g:\PostBelg2010\C4047.jpg;C4047;2010;14/06/2010;Congo, 50 jaar onafhankelijkheid. 1960-2010;Congo - 50 jaar onafhankelijkheid;;Postzegel;11 1/2;W1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
4077;;;g:\PostBelg2010\CBL4047.jpg;CF4047;2010;;Congo 1960-2010 - Blad van 5 zegels;;;Postzegelvel;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
1910;;;;C1902;1978;28/08/1978;Cijfer op Heraldieke leeuw. Type van nr 1839.;;Grijs;Postzegel;13 1/2 x 14;1,50;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,2;0,15;
1911;;;;C1903;1978;28/08/1978;Cijfer op Heraldieke leeuw. Type van nr 1839.;;Oranje;Postzegel;13 1/2 x 14;2,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,2;0,15;
1912;;;;C1904;1978;28/08/1978;Cijfer op Heraldieke leeuw. Type van nr 1839.;;Violet;Postzegel;13 1/2 x 14;3,00;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,2;0,15;
53;g:\PZ\PostBelg\;;g:\PostBelg1869\C0026.jpg;C0026;1869;;Cijfer;;Groengeel;Postzegel;15;0,01;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;7,5;0,3;
54;g:\PZ\PostBelg\;;g:\PostBelg1869\C0027.jpg;C0027;1869;;Cijfer;;Blauw;Postzegel;14 1/2 x 14 of 1515;0,02;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;18;0,75;
55;g:\PZ\PostBelg\;;g:\PostBelg1869\C0028.jpg;C0028;1869;;Cijfer;;Bisteroranje;Postzegel;15;0,05;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;50;0,6;
56;g:\PZ\PostBelg\;;g:\PostBelg1869\C0029.jpg;C0029;1869;;Cijfer;;Lichtlila;Postzegel;15;0,08;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;75;60;
69;g:\PZ\PostBelg\;;g:\PostBelg1884\C0042.jpg;C0042;1884;;Cijfer;;Olijf;Postzegel;14;0,01;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;15;0,75;
70;g:\PZ\PostBelg\;;g:\PostBelg1884\C0043.jpg;C0043;1884;;Cijfer;;Grijszwart;Postzegel;14;0,01;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;4,5;0,3;
71;g:\PZ\PostBelg\;;g:\PostBelg1884\C0044.jpg;C0044;1884;;Cijfer;;Bruin;Postzegel;14;0,02;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;13,5;1,2;
72;g:\PZ\PostBelg\;;g:\PostBelg1884\C0045.jpg;C0045;1884;;Cijfer;;Groengeel;Postzegel;14;0,05;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;30;0,3;
135;;;g:\PostBelg1912\C0108.jpg;C0108;1912;;Cijfer;Met naam van graveerder;Oranje;Postzegel;14;0,01;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0,15;0,15;
4056;;;g:\PostBelg2010\C3984.jpg;CB109;2010;;Boekje Rouwzegels;;;;;0,00;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;0;0;
4057;;;g:\PostBelg2010\CBL3991.jpg;CB110;2010;18/01/2010;Boekje 10zegels Solidariteitszegel;Geef leven door! Solidariteitsuitgifte: orgaandonatie.;;Postzegelboekje;;1;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;13;0;
3832;;;;C3824;2008;25/09/2008;Bloemen. Zelfklevende rolzegels. Tagetes Patula.;Tagetes patula;;Rolzegel -zelfklevend;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,3;
3355;;;;C3347;2004;15/12/2004;Bloemen. Zelfklevende rolzegels. Impatiens (vlijtig liesje);Impatiens (€,50);;rolzegel - priorzegel - zelfklevend;13 1/2 x 13 3/4;;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,4;0,3;
3692;g:\PZ\PostBelg\;;;C3684;2007;10/09/2007;Bloemen. Zelfklevende rolzegels. Dahlia. Nieuw frankeringssysteem.;Dahlia;;Rolzegel -zelfklevend;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1;0,2;
2985;;;;C2977;2001;15/01/2001;Bloemen. Herdruk van de zelfklevende rolzegel, pelargonium (type nr 2854) met jaartal 2000;"Geranium, Pelargonium F1 Zonale ""Matador"" (17F)";;rolzegel - zelfklevend;13,75 x 14;;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;17,5;0,3;
3888;g:\PZ\PostBelg\;;;C3880;2009;21/02/2009;Binnenscheepvaart in België. Vrachtschepen op kanalen en ricieren.;Binnenscheepvaart;;Postzegel;11 1/2;B2;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2,5;2;
3890;g:\PZ\PostBelg\;;;C3882;2009;7/03/2009;Belgische vrouwen in actie. Internationale vrouwenraad.;Marthe Boël;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3891;g:\PZ\PostBelg\;;;C3883;2009;7/03/2009;Belgische vrouwen in actie. Internationale vrouwenraad.;Lila Boeykens;;Postzegel;11 1/2;B1;ONWAAR;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;1,2;0,6;
3833;;;;C3825;2008;26/09/2008;Belgische fotografie. Belangrijke Belgische fotografen.;Tim Dirven;;Postzegel;11 1/2;0,80;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;1,6;
3834;;;;C3826;2008;26/09/2008;Belgische fotografie. Belangrijke Belgische fotografen.;Paul Ausloos;;Postzegel;11 1/2;0,80;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;1,6;
3835;;;;C3827;2008;26/09/2008;Belgische fotografie. Belangrijke Belgische fotografen.;Léonard Misonne © Sabam Belgium 2008;;Postzegel;11 1/2;0,80;ONWAAR;WAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;ONWAAR;2;1,6;
